"NomBan","NomAlb","NomCan","Estrellas"
"Running Wild","Black Hand Inn","The Privateer","0"
"Running Wild","Blazon Stone","Blazon Stone","1"
"Running Wild","Death or Glory","Bad to the Bone","3"
"Running Wild","Death or Glory","Marooned","0"
"Running Wild","Death or Glory","Riding the Storm","2"
"Running Wild","Gates to Purgatory","Victim of States Power","2"
"Running Wild","Pile of Skulls","Treasure Island","1"
"Running Wild","Port Royal","Conquistadores","2"
"Running Wild","Port Royal","Port Royal","1"
"Running Wild","The Brotherhood","Pirate Song","0"
"Running Wild","The Rivalry","Ballad of William Kidd","2"
"Running Wild","Under Jolly Roger","Raise Your Fist","0"
"Running Wild","Under Jolly Roger","Under Jolly Roger","3"
"Rush","2112","2112 Overture/The Temples of Syrinx","2"
"Rush","A Farewell to Kings","Closer to the Heart","2"
"Rush","A Farewell to Kings","Xanadu","2"
"Rush","Fly by Night","Fly by Night","1"
"Rush","Hemispheres","La Villa Strangiato","1"
"Rush","Hold Your Fire","Time Stand Still","0"
"Rush","Moving Pictures","Limelight","2"
"Rush","Moving Pictures","Red Barchetta","0"
"Rush","Moving Pictures","Tom Sawyer","3"
"Rush","Moving Pictures","YYZ","2"
"Rush","Permanent Waves","Freewill","0"
"Rush","Permanent Waves","The Spirit of Radio","3"
"Rush","Rush","Working Man","2"
"Rush","Signals","Subdivisions","2"
"Sabaton","Attero Dominatus","Attero Dominatus","0"
"Sabaton","Biskmarck EP","Bismarck","2"
"Sabaton","Carolus Rex","Carolus Rex","2"
"Sabaton","Coat of Arms","Uprising","2"
"Sabaton","Heroes","Night Witches","2"
"Sabaton","Heroes","Resist and Bite","0"
"Sabaton","Heroes","To Hell and Back","3"
"Sabaton","Primo Victoria","Primo Victoria","3"
"Sabaton","The Art of War","40:1","1"
"Sabaton","The Art of War","Cliffs of Gallipoli","0"
"Sabaton","The Art of War","Ghost Division","3"
"Sabaton","The Art of War","Panzerkampf","2"
"Sabaton","The Art of War","The Art of War","0"
"Sabaton","The Art of War","The Price of a Mile","0"
"Sabaton","The Great War","Great War","0"
"Sabaton","The Great War","The Attack of the Dead Men","0"
"Sabaton","The Great War","The Red Baron","2"
"Sabaton","The Last Stand","The Last Stand","3"
"Saint Vitus","Born Too Late","Born Too Late","3"
"Saint Vitus","Born Too Late","Clear Windowpane","2"
"Saint Vitus","Born Too Late","Dying Inside","3"
"Saint Vitus","Born Too Late","The Lost Feeling","0"
"Saint Vitus","Born Too Late","The War Starter","1"
"Saint Vitus","Die Healing","Dark World","0"
"Saint Vitus","Die Healing","One Mind","0"
"Saint Vitus","Hallow's Victim","War Is Our Destiny","1"
"Saint Vitus","Hallow's Victim","White Stallions","0"
"Saint Vitus","Saint Vitus","Saint Vitus","2"
"Saint Vitus","Saint Vitus","The Psychopath","1"
"Saint Vitus","Saint Vitus","White Magic/Black Magic","1"
"Saint Vitus","V","I Bleed Black","0"
"Satyricon","Dark Medieval Times","Dark Medieval Times","2"
"Satyricon","Deep Calleth Upon Deep","To Your Brethren in the Dark","0"
"Satyricon","Nemesis Divina","Forhekset","0"
"Satyricon","Nemesis Divina","Mother North","3"
"Satyricon","Now, Diabolical","K.I.N.G.","3"
"Satyricon","Now, Diabolical","Now, Diabolical","1"
"Satyricon","Now, Diabolical","The Pentagram Burns","2"
"Satyricon","Satyricon","Phoenix","1"
"Satyricon","The Age of Nero","Black Crow on a Tombstone","1"
"Satyricon","The Age of Nero","The Wolfpack","1"
"Satyricon","Volcano","Fuel for Hatred","2"
"Savatage","Dead Winter Dead","Christmas Eve (Sarajevo 12/24)","0"
"Savatage","Edge of Thorns","Edge of Thorns","2"
"Savatage","Gutter Ballet","Gutter Ballet","2"
"Savatage","Gutter Ballet","Summer's Rain","0"
"Savatage","Hall of the Mountain King","Hall of the Mountain King","3"
"Savatage","Hall of the Mountain King","Strange Wings","0"
"Savatage","Hall of the Mountain King","White Witch","0"
"Savatage","Handful of Rain","Chance","1"
"Savatage","Handful of Rain","Handful of Rain","1"
"Savatage","Poets and Madmen","Morphine Child","0"
"Savatage","Sirens","Sirens","0"
"Savatage","Streets: A Rock Opera","Believe","0"
"Savatage","Streets: A Rock Opera","Jesus Saves","0"
"Saxon","Crusader","Crusader","2"
"Saxon","Denim and Leather","And the Bands Played On","1"
"Saxon","Denim and Leather","Denim and Leather","2"
"Saxon","Denim and Leather","Never Surrender","0"
"Saxon","Denim and Leather","Princess of the Night","3"
"Saxon","Destiny","Ride Like the Wind","1"
"Saxon","Innocence is No Excuse","Broken Heroes","0"
"Saxon","Strong Arm of the Law","Dallas 1 PM","0"
"Saxon","Strong Arm of the Law","Heavy Metal Thunder","2"
"Saxon","Wheels of Steel","747 (Strangers in the Night)","2"
"Saxon","Wheels of Steel","Motorcycle Man","2"
"Saxon","Wheels of Steel","Wheels of Steel","3"
"Scorpions","Animal Magnetism","The Zoo","2"
"Scorpions","Blackout","Blackout","1"
"Scorpions","Blackout","No One Like You","2"
"Scorpions","Blackout","When the Smoke is Going Down","0"
"Scorpions","Crazy World","Send Me an Angel","1"
"Scorpions","Crazy World","Wind of Change","3"
"Scorpions","Love at First Sting","Big City Nights","2"
"Scorpions","Love at First Sting","Rock You Like a Hurricane","3"
"Scorpions","Love at First Sting","Still Loving You","3"
"Scorpions","Lovedrive","Always Somewhere","1"
"Scorpions","Lovedrive","Holiday","1"
"Seether","Disclaimer","Driven Under","0"
"Seether","Disclaimer","Fine Again","3"
"Seether","Disclaimer","Gasoline","1"
"Seether","Disclaimer II","Broken (feat. Amy Lee)","3"
"Seether","Finding Beauty in Negative Spaces","Breakdown","2"
"Seether","Finding Beauty in Negative Spaces","Careless Whisper","2"
"Seether","Finding Beauty in Negative Spaces","Fake It","3"
"Seether","Finding Beauty in Negative Spaces","Rise Above This","2"
"Seether","Holding onto Strings Better Left to Fray","Country Song","2"
"Seether","Isolate and Medicate","Nobody Praying for Me","0"
"Seether","Isolate and Medicate","Words as Weapons","2"
"Seether","Karma and Effect","Remedy","3"
"Seether","Karma and Effect","Truth","0"
"Septicflesh","Codex Omega","Martyr","2"
"Septicflesh","Codex Omega","Portrait of a Headless Man","2"
"Septicflesh","Communion","Anubis","3"
"Septicflesh","Communion","Communion","1"
"Septicflesh","Communion","Lovecraft's Death","1"
"Septicflesh","Communion","Persepolis","2"
"Septicflesh","Communion","Sangreal","2"
"Septicflesh","The Great Mass","A Great Mass of Death","1"
"Septicflesh","The Great Mass","Pyramid God","2"
"Septicflesh","The Great Mass","The Vampire from Nazareth","3"
"Septicflesh","Titan","Prometheus","0"
"Septicflesh","Titan","Prototype","0"
"Sepultura","Arise","Arise","2"
"Sepultura","Arise","Dead Embryonic Cells","2"
"Sepultura","Arise","Desperate Cry","1"
"Sepultura","Beneath the Remains","Inner Self","2"
"Sepultura","Chaos A.D.","Biotech Is Godzilla","0"
"Sepultura","Chaos A.D.","Refuse/Resist","3"
"Sepultura","Chaos A.D.","Slave New World","0"
"Sepultura","Chaos A.D.","Territory","3"
"Sepultura","Morbid Visions","Troops of Doom","1"
"Sepultura","Roots","Attitude","1"
"Sepultura","Roots","Ratamahatta","2"
"Sepultura","Roots","Roots Bloody Roots","3"
"Shadows Fall","Deadworld EP","Stepping Outside the Circle","0"
"Shadows Fall","Fallout from the War","In Effigy","1"
"Shadows Fall","The Art of Balance","A Fire in Babylon","0"
"Shadows Fall","The Art of Balance","Destroyer of Senses","2"
"Shadows Fall","The Art of Balance","Thoughts Without Words","2"
"Shadows Fall","The Art of Balance","Welcome to the Machine","0"
"Shadows Fall","The War Within","Enlightened by the Cold","1"
"Shadows Fall","The War Within","Inspiration On Demand","2"
"Shadows Fall","The War Within","The Light That Blinds","3"
"Shadows Fall","The War Within","The Power of I and I","2"
"Shadows Fall","The War Within","What Drives the Weak","2"
"Shadows Fall","Threads of Life","Redemption","2"
"Sirenia","An Elixir for Existence","A Mental Symphony","0"
"Sirenia","An Elixir for Existence","Lithium and a Lover","0"
"Sirenia","An Elixir for Existence","Save Me from Myself","2"
"Sirenia","At Sixes and Sevens","A Shadow of Your Own Self","0"
"Sirenia","At Sixes and Sevens","In a Manica","0"
"Sirenia","At Sixes and Sevens","Meridian","2"
"Sirenia","At Sixes and Sevens","Sister Nightfall","2"
"Sirenia","Dim Days of Dolor","Dim Days of Dolor","0"
"Sirenia","Nine Destinies and a Downfall","My Mind's Eye","2"
"Sirenia","Nine Destinies and a Downfall","The Other Side","3"
"Sirenia","Perils of the Deep Blue","My Destiny Coming to Pass","0"
"Sirenia","Perils of the Deep Blue","Seven Widows Weep","1"
"Sirenia","The 13th Floor","Lost in Life","2"
"Sirenia","The 13th Floor","The Path to Decay","2"
"Sirenia","The Enigma of Life","The End of It All","0"
"Skid Row","Skid Row","18 and Life","3"
"Skid Row","Skid Row","I Remember You","3"
"Skid Row","Skid Row","Piece of Me","2"
"Skid Row","Skid Row","Youth Gone Wild","3"
"Skid Row","Slave to the Grind","In a Darkned Room","2"
"Skid Row","Slave to the Grind","Monkey Business","2"
"Skid Row","Slave to the Grind","Quicksand Jesus","2"
"Skid Row","Slave to the Grind","Slave to the Grind","2"
"Skid Row","Slave to the Grind","Wasted Time","2"
"Skid Row","Subhuman Race","Breakin' Down","0"
"Skillet","Awake","Awake and Alive","2"
"Skillet","Awake","Hero","3"
"Skillet","Awake","Monster","3"
"Skillet","Comatose","Comatose","2"
"Skillet","Comatose","Falling Inside the Black","0"
"Skillet","Comatose","Rebirthing","1"
"Skillet","Comatose","The Last Night","1"
"Skillet","Comatose","Whispers in the Dark","3"
"Skillet","Rise","Not Gonna Die","2"
"Skillet","Rise","Rise","0"
"Skillet","Unleashed","Feel Invincible","1"
"Skillet","Unleashed","The Resistance","0"
"Skyclad","A Burnt Offering for the Bone Idol","Spinning Jenny","3"
"Skyclad","A Semblance of Normality","Anotherdrinkingsong","3"
"Skyclad","A Semblance of Normality","The Parliament of Fools","3"
"Skyclad","In the... All Together","The Well-Travelled Man","0"
"Skyclad","Irrational Anthems","Inequality Street","2"
"Skyclad","Irrational Anthems","Penny Dreadful","2"
"Skyclad","Jonah's Ark","Earth Mother, the Sun and the Furious Host","1"
"Skyclad","Jonah's Ark","Thinking Allowed?","1"
"Skyclad","Oui Avant-garde á Chance","Great Blow for a Day Job","0"
"Skyclad","Prince of the Poverty Line","Emeral","0"
"Skyclad","Prince of the Poverty Line","Land of the Rising Slum","0"
"Skyclad","Prince of the Poverty Line","The One Piece Puzzle","2"
"Skyclad","The Silent Whales of Lunar Sea","Another Fine Mess","0"
"Skyclad","The Wayward Sons of Mother Earth","The Sky Beneath My Feet","1"
"Skyclad","The Wayward Sons of Mother Earth","The Widdershins Jig","2"
"Slayer","God Hates Us All","Bloodline","0"
"Slayer","God Hates Us All","Disciple","2"
"Slayer","Haunting the Chapel","Chemical Warfare","0"
"Slayer","Hell Awaits","Hell Awaits","2"
"Slayer","Reign in Blood","Angel of Death","3"
"Slayer","Reign in Blood","Postmortem","0"
"Slayer","Reign in Blood","Raining Blood","3"
"Slayer","Repentless","Repentless","2"
"Slayer","Seasons in the Abyss","Dead Skin Mask","2"
"Slayer","Seasons in the Abyss","Seasons in the Abyss","2"
"Slayer","Seasons in the Abyss","Skeletons of Society","0"
"Slayer","Seasons in the Abyss","War Ensemble","2"
"Slayer","Show no Mercy","Black Magic","2"
"Slayer","South of Heaven","Mandatory Suicide","0"
"Slayer","South of Heaven","South of Heaven","2"
"Slayer","World Painted Blood","World Painted Blood","0"
"Sleep","Dopesmoker","Dopesmoker","2"
"Sleep","Sleep's Holy Mountain","Aquarian","2"
"Sleep","Sleep's Holy Mountain","Dragonaut","3"
"Sleep","Sleep's Holy Mountain","From Beyond","2"
"Sleep","Sleep's Holy Mountain","Holy Mountain","3"
"Sleep","Sleep's Holy Mountain","Inside the Sun","0"
"Sleep","Sleep's Holy Mountain","Nain's Baptism","0"
"Sleep","Sleep's Holy Mountain","The Druid","1"
"Sleep","The Sciences","Antarcticans Thawed","0"
"Sleep","The Sciences","Giza Butler","0"
"Sleep","The Sciences","Leagues Beneath","0"
"Sleep","The Sciences","Marijuanaut's Theme","2"
"Sleep","The Sciences","Sonic Titan","1"
"Sleep","The Sciences","The Botanist","0"
"Sleep","The Sciences","The Clarity","0"
"Slipknot","5: The Gray Chapter","The Devil in I","1"
"Slipknot","All Hope Is Gone","Dead Memories","1"
"Slipknot","All Hope Is Gone","Psychosocial","3"
"Slipknot","All Hope Is Gone","Snuff","2"
"Slipknot","Iowa","Left Behind","0"
"Slipknot","Iowa","People = Shit","3"
"Slipknot","Slipknot","Eyeless","0"
"Slipknot","Slipknot","Spit It Out","1"
"Slipknot","Slipknot","Surfacing","1"
"Slipknot","Slipknot","Wait and Bleed","3"
"Slipknot","Vol. 3: The Subliminal Verses","Before I Forget","2"
"Slipknot","Vol. 3: The Subliminal Verses","Duality","3"
"Slipknot","Vol. 3: The Subliminal Verses","Vermilion","0"
"Sodom","Agent Orange","Agent Orange","3"
"Sodom","Agent Orange","Ausgebombt","2"
"Sodom","Agent Orange","Remember the Fallen","2"
"Sodom","Agent Orange","Tired and Red","0"
"Sodom","Code Red","Code Red","0"
"Sodom","M-16","M-16","2"
"Sodom","M-16","Napalm in the Morning","3"
"Sodom","Persecution Mania","Bombenhagel","0"
"Sodom","Persecution Mania","Nuclear Winter","2"
"Sodom","Persecution Mania","Outbreak of Evil","1"
"Sodom","Sodom","City of God","2"
"SOiL","Redefine","Cross My Heart","0"
"SOiL","Redefine","Deny Me","1"
"SOiL","Redefine","Pride","2"
"SOiL","Redefine","Redefine","2"
"SOiL","Redefine","Remember","1"
"SOiL","Scars","Black 7","0"
"SOiL","Scars","Breaking Me Down","3"
"SOiL","Scars","Halo","3"
"SOiL","Scars","Unreal","3"
"SOiL","Whole","Shine On","0"
"SOiL","Whole","The Hate Song","0"
"Soilwork","Figure Number Five","Distortion Sleep","3"
"Soilwork","Figure Number Five","Light the Torch","0"
"Soilwork","Figure Number Five","Overload","1"
"Soilwork","Figure Number Five","Rejection Role","2"
"Soilwork","Natural Born Caos","Follow the Hollow","2"
"Soilwork","Stabbing the Drama","Distance","2"
"Soilwork","Stabbing the Drama","Nerve","3"
"Soilwork","Stabbing the Drama","Stabbing the Drama","3"
"Soilwork","The Chainheart Machine","The Chainheart Machine","2"
"Soilwork","The Living Infinite","This Momentary Bliss","2"
"Soilwork","The Panic Broadcast","Let This River Flow","0"
"Soilwork","Verkligheten","Full Moon Shoals","0"
"Soilwork","Verkligheten","Stålfågel","0"
"Sonata Arctica","Ecliptica","8th Commandment","0"
"Sonata Arctica","Ecliptica","FullMoon","3"
"Sonata Arctica","Ecliptica","Kingdom for a Heart","1"
"Sonata Arctica","Ecliptica","Letter to Dana","1"
"Sonata Arctica","Ecliptica","My Land","1"
"Sonata Arctica","Ecliptica","Replica","2"
"Sonata Arctica","Reckoning Night","Don't Say a Word","2"
"Sonata Arctica","Reckoning Night","My Selene","0"
"Sonata Arctica","Reckoning Night","White Pearl, Black Oceans","0"
"Sonata Arctica","Silence","Black Sheep","1"
"Sonata Arctica","Silence","Last Drop Falls","0"
"Sonata Arctica","Silence","Tallulah","2"
"Sonata Arctica","Silence","Wolf & Raven","1"
"Sonata Arctica","Unia","Paid in Full","0"
"Sonata Arctica","Winterheart's Guild","The Cage","0"
"Sonata Arctica","Winterheart's Guild","Victorias Secret","1"
"Soulfly","3","Seek 'N' Strike","1"
"Soulfly","Archangel","Archangel","0"
"Soulfly","Conquer","Blood Fire War Hate","2"
"Soulfly","Dark Ages","Babylon","2"
"Soulfly","Enslaved","Plata O Plomo","2"
"Soulfly","Omen","Rise of the Fallen","0"
"Soulfly","Primitive","Back to the Primitive","3"
"Soulfly","Primitive","Boom","1"
"Soulfly","Primitive","Bring It","0"
"Soulfly","Primitive","Jumpdafuckup","3"
"Soulfly","Primitive","Pain","1"
"Soulfly","Prophecy","Prophecy","3"
"Soulfly","Ritual","Ritual","2"
"Soulfly","Soulfly","Bleed","2"
"Soulfly","Soulfly","Eye for an Eye","2"
"Soulfly","Soulfly","No Hope = No Fear","0"
"Soulfly","Soulfly","Tribe","1"
"Static-X","Cannibal","Destroyer","1"
"Static-X","Machine","Black and White","1"
"Static-X","Machine","Cold","2"
"Static-X","Machine","This Is Not","1"
"Static-X","Shadow Zone","So","0"
"Static-X","Shadow Zone","The Only","3"
"Static-X","Start a War","Dirthouse","0"
"Static-X","Start a War","Skinnyman","0"
"Static-X","Wisconsin Death Trip","Bled for Days","2"
"Static-X","Wisconsin Death Trip","I Am","0"
"Static-X","Wisconsin Death Trip","I'm with Stupid","3"
"Static-X","Wisconsin Death Trip","Love Dump","2"
"Static-X","Wisconsin Death Trip","Push It","3"
"Steel Panther","All You Can Eat","Gloryhole","3"
"Steel Panther","All You Can Eat","Party Like Tomorrow is the End of the World","0"
"Steel Panther","Balls Out","17 Girls in a Row","0"
"Steel Panther","Balls Out","If You Really Really Love Me","0"
"Steel Panther","Feel the Steel","Asian Hooker","2"
"Steel Panther","Feel the Steel","Community Property","3"
"Steel Panther","Feel the Steel","Death to All but Metal","3"
"Steel Panther","Feel the Steel","Eatin' Ain't Cheatin'","0"
"Steel Panther","Feel the Steel","Eyes of a Panther","2"
"Steel Panther","Feel the Steel","Fat Girl (Thar She Blows)","1"
"Steel Panther","Feel the Steel","Girl from Oklahoma","0"
"Steel Panther","Feel the Steel","Party All Day (Fuck All Night)","2"
"Steel Panther","Feel the Steel","Turn Out the Lights","0"
"Steppenwolf","At Your Birthday Party","It's Never Too Late","2"
"Steppenwolf","At Your Birthday Party","Jupiter's Child","0"
"Steppenwolf","At Your Birthday Party","Rock Me","2"
"Steppenwolf","For Ladies Only","Ride with Me","0"
"Steppenwolf","Gold: Their Great Hits","Hey Lawdy Mama","2"
"Steppenwolf","Monster","Monster","1"
"Steppenwolf","Monster","Move Over","0"
"Steppenwolf","Steppenwolf","Born to Be Wild","3"
"Steppenwolf","Steppenwolf","Desperation","0"
"Steppenwolf","Steppenwolf","Sookie, Sookie","1"
"Steppenwolf","Steppenwolf","The Pusher","2"
"Steppenwolf","Steppenwolf 7","Snowblind Friend","2"
"Steppenwolf","The Second","Don't Step On the Grass, Sam","0"
"Steppenwolf","The Second","Magic Carpet Ride","3"
"Stone Sour","Audio Secrecy","Hesitate","0"
"Stone Sour","Audio Secrecy","Say You'll Haunt Me","2"
"Stone Sour","Come Whatever May","30/30-150","1"
"Stone Sour","Come Whatever May","Made of Scars","0"
"Stone Sour","Come Whatever May","Reborn","0"
"Stone Sour","Come Whatever May","Through Glass","3"
"Stone Sour","Come Whatever May","Zzyzx Rd.","0"
"Stone Sour","House of Gold & Bones – Part 1","Absolute Zero","2"
"Stone Sour","House of Gold & Bones – Part 1","Tired","0"
"Stone Sour","House of Gold & Bones – Part 2","Do Me a Favor","0"
"Stone Sour","Stone Sour","Bother","3"
"Stone Sour","Stone Sour","Get Inside","2"
"Stone Sour","Stone Sour","Inhale","2"
"Strapping Young Lad","Alien","Imperial","0"
"Strapping Young Lad","Alien","Love?","3"
"Strapping Young Lad","Alien","Shitstorm","2"
"Strapping Young Lad","Alien","Skeksis","1"
"Strapping Young Lad","City","All Hail the New Flesh","3"
"Strapping Young Lad","City","Detox","2"
"Strapping Young Lad","City","Oh My Fucking God","3"
"Strapping Young Lad","City","Velvet Kevorkian","2"
"Strapping Young Lad","Heavy as a Really Heavy Thing","SYL","1"
"Strapping Young Lad","Strapping Young Lad","Aftermath","2"
"Strapping Young Lad","Strapping Young Lad","Relentless","0"
"Strapping Young Lad","The New Black","Almost Again","0"
"Strapping Young Lad","The New Black","Far Beyond Metal","2"
"Strapping Young Lad","The New Black","You Suck","0"
"Stratovarius","Destiny","4000 Rainy Nights","0"
"Stratovarius","Destiny","Destiny","2"
"Stratovarius","Elements Pt. 1","Eagleheart","3"
"Stratovarius","Episode","Father Time","1"
"Stratovarius","Episode","Forever","2"
"Stratovarius","Episode","Speed of Light","0"
"Stratovarius","Episode","Stratosphere","1"
"Stratovarius","Infinite","Hunting High and Low","3"
"Stratovarius","Infinite","Phoenix","0"
"Stratovarius","Nemesis","Unbreakable","1"
"Stratovarius","Visions","Black Diamond","3"
"Stratovarius","Visions","Paradise","2"
"Stratovarius","Visions","The Kiss of Judas","2"
"Stryper","Fallen","Yahweh","0"
"Stryper","In God We Trust","Always There for You","1"
"Stryper","In God We Trust","I Believe in You","0"
"Stryper","In God We Trust","In God We Trust","1"
"Stryper","Soldiers Under Command","Soldiers Under Command","2"
"Stryper","To Hell with the Devil","Calling on You","3"
"Stryper","To Hell with the Devil","Free","2"
"Stryper","To Hell with the Devil","Honestly","3"
"Stryper","To Hell with the Devil","More Than a Man","1"
"Stryper","To Hell with the Devil","The Way","1"
"Stryper","To Hell with the Devil","To Hell with the Devil","3"
"Suffocation","...Of the Dark Light","Clarity Through Deprivation","0"
"Suffocation","...Of the Dark Light","Return to the Abyss","0"
"Suffocation","Breeding the Spawn","Breeding the Spawn","0"
"Suffocation","Despise the Sun","Catatonia","0"
"Suffocation","Despise the Sun","Funeral Inception","0"
"Suffocation","Effigy of the Forgotten","Effigy of the Forgotten","1"
"Suffocation","Effigy of the Forgotten","Infecting the Crypts","3"
"Suffocation","Effigy of the Forgotten","Jesus Wept","0"
"Suffocation","Effigy of the Forgotten","Liege of Inveracity","3"
"Suffocation","Effigy of the Forgotten","Mass Obliteration","0"
"Suffocation","Pierced from Within","Depths of Depravity","0"
"Suffocation","Pierced from Within","Pierced from Within","2"
"Suffocation","Pierced from Within","Synthetically Revived","0"
"Suffocation","Pierced from Within","Thrones of Blood","2"
"Suffocation","Pinnacle of Bedlam","As Grace Descends","1"
"Suffocation","Suffocation","Abomination Reborn","1"
"Suicidal Tendencies","Freedumb","Cyco Vision","2"
"Suicidal Tendencies","How Will I Laugh Tomorrow When I Can't Even Smile Today","How Will I Laugh Tomorrow","2"
"Suicidal Tendencies","How Will I Laugh Tomorrow When I Can't Even Smile Today","Pledge Your Allegiance","0"
"Suicidal Tendencies","How Will I Laugh Tomorrow When I Can't Even Smile Today","Trip at the Brain","0"
"Suicidal Tendencies","Join the Army","Possessed to Skate","0"
"Suicidal Tendencies","Join the Army","War Inside My Head","2"
"Suicidal Tendencies","Lights... Camera... Revolution!","Send Me Your Money","0"
"Suicidal Tendencies","Lights... Camera... Revolution!","You Can't Bring Me Down","3"
"Suicidal Tendencies","Suicidal Tendencies","Institutionalized","3"
"Suicidal Tendencies","Suicidal Tendencies","Possessed","0"
"Suicidal Tendencies","Suicidal Tendencies","Subliminal","2"
"Suicidal Tendencies","The Art of Rebellion","Nobody Hears","0"
"Suicide Silence","No Time to Bleed","Disengage","2"
"Suicide Silence","No Time to Bleed","Lifted","0"
"Suicide Silence","No Time to Bleed","No Time to Bleed","0"
"Suicide Silence","No Time to Bleed","Wake Up","2"
"Suicide Silence","The Black Crown","Fuck Everything","1"
"Suicide Silence","The Black Crown","O.C.D.","0"
"Suicide Silence","The Black Crown","Slaves to Substance","1"
"Suicide Silence","The Black Crown","You Only Live Once","3"
"Suicide Silence","The Cleansing","Bludgeoned to Death","1"
"Suicide Silence","The Cleansing","Hands of a Killer","0"
"Suicide Silence","The Cleansing","No Pity for a Coward","3"
"Suicide Silence","The Cleansing","Unanswered","3"
"Suicide Silence","You Can't Stop Me","You Can't Stop Me","1"
"Symphony X","Iconoclast","Iconoclast","0"
"Symphony X","Iconoclast","When All Is Lost","2"
"Symphony X","Paradise Lost","Domination","0"
"Symphony X","Paradise Lost","Eve of Seduction","0"
"Symphony X","Paradise Lost","Paradise Lost","3"
"Symphony X","Paradise Lost","Revelation","0"
"Symphony X","Paradise Lost","Set the World on Fire","3"
"Symphony X","The Divine Wings of Destiny","Of Sins and Shadows","2"
"Symphony X","The Divine Wings of Destiny","Sea of Lies","3"
"Symphony X","The Divine Wings of Destiny","The Accolade","0"
"Symphony X","The Odyssey","Inferno","2"
"Symphony X","Underworld","Nevermore","2"
"Symphony X","Underworld","Without","0"
"Symphony X","V: The New Mythology Suite","Evolution (The Grand Design)","2"
"System of a Down","Hypnotize","Hypnotize","1"
"System of a Down","Hypnotize","Lonely Day","2"
"System of a Down","Mezmerize","B.Y.O.B.","3"
"System of a Down","Mezmerize","Lost in Hollywood","0"
"System of a Down","Mezmerize","Question!","1"
"System of a Down","Steal This Album!","I-E-A-I-A-I-O","2"
"System of a Down","System of a Down","Spiders","1"
"System of a Down","System of a Down","Sugar","2"
"System of a Down","Toxicity","Aerials","2"
"System of a Down","Toxicity","ATWA (Air Trees Water Animals)","0"
"System of a Down","Toxicity","Chop Suey!","3"
"System of a Down","Toxicity","Prison Song","0"
"System of a Down","Toxicity","Toxicity","3"
"Tarja","Colours in the Dark","500 Letters","1"
"Tarja","Colours in the Dark","Victim of Ritual","1"
"Tarja","My Winter Storm","Die Alive","2"
"Tarja","My Winter Storm","I Walk Alone","3"
"Tarja","My Winter Storm","Minor Heaven","2"
"Tarja","My Winter Storm","My Little Phoenix","0"
"Tarja","My Winter Storm","Oasis","2"
"Tarja","My Winter Storm","Poison","1"
"Tarja","My Winter Storm","Sing for Me","1"
"Tarja","My Winter Storm","The Reign","1"
"Tarja","The Shadow Self","Innocence","2"
"Tarja","The Shadow Self","Supremacy","0"
"Tarja","What Lies Beneath","Falling Awake","2"
"Tarja","What Lies Beneath","I Feel Immortal","2"
"Tarja","What Lies Beneath","Until My Last Breath","3"
"Testament","Brotherhood of the Snake","Brotherhood of the Snake","2"
"Testament","Practice What You Preach","Practice What You Preach","2"
"Testament","Souls of Black","Souls of Black","1"
"Testament","The Formation of Damnation","More Than Meets the Eye","2"
"Testament","The Gathering","Down for Life","1"
"Testament","The Legacy","Alone in the Dark","0"
"Testament","The Legacy","Burnt Offerings","0"
"Testament","The Legacy","Over the Wall","3"
"Testament","The New Order","Disciples of the Watch","2"
"Testament","The New Order","Into the Pit","3"
"Testament","The New Order","The New Order","1"
"Testament","The New Order","Trial by Fire","0"
"Testament","The Ritual","Electric Crown","2"
"Testament","The Ritual","Return to Serenity","3"
"The Agonist","Eye of Providence","Danse Macabre","1"
"The Agonist","Eye of Providence","Gates of Horn and Ivory","2"
"The Agonist","Eye of Providence","My Witness, Your Victim","1"
"The Agonist","Five","Take Me to Church","0"
"The Agonist","Lullabies for the Dormant Mind","...And Their Eulogies Sang Me to Sleep","2"
"The Agonist","Lullabies for the Dormant Mind","Birds Elope with the Sun","0"
"The Agonist","Lullabies for the Dormant Mind","Globus Hystericus","0"
"The Agonist","Lullabies for the Dormant Mind","Martyr Art","0"
"The Agonist","Lullabies for the Dormant Mind","Thank You, Pain","3"
"The Agonist","Lullabies for the Dormant Mind","The Tempest (The Siren's Song; The Banshee's Cry)","2"
"The Agonist","Once Only Imagined","Born Dead, Buried Alive","1"
"The Agonist","Once Only Imagined","Business Suits and Combat Boots","3"
"The Agonist","Once Only Imagined","Memento Mori","0"
"The Agonist","Once Only Imagined","Take a Bow","0"
"The Agonist","Prisoners","Panophobia","3"
"The Agonist","Prisoners","You're Coming with Me","1"
"The Dillinger Escape Plan","Calculating Infinity","43% Burnt","3"
"The Dillinger Escape Plan","Ire Works","Black Bubblegum","2"
"The Dillinger Escape Plan","Ire Works","Milk Lizard","3"
"The Dillinger Escape Plan","Ire Works","Mouth of Ghosts","0"
"The Dillinger Escape Plan","Miss Machine","Panasonic Youth","2"
"The Dillinger Escape Plan","Miss Machine","Setting Fire to Sleeping Giants","1"
"The Dillinger Escape Plan","Miss Machine","Sunshine the Werewolf","1"
"The Dillinger Escape Plan","Miss Machine","Unretrofied","1"
"The Dillinger Escape Plan","One of Us Is the Killer","Prancer","2"
"The Dillinger Escape Plan","One of Us Is the Killer","When I Lost My Bet","1"
