ID;ALIMENTO;C3;C4;C5;C6;C7;C8;C9;C10
11785;GOURD,DISHCLOTH (TOWELGOURD),CKD,BLD,DRND,W/SALT;56;84,29;0,66;0,34;14,34;;;0,37
11786;HORSERADISH-TREE,LEAFY TIPS,CKD,BLD,DRND,W/SALT;60;81,65;5,27;0,93;11,15;1;2;1
11787;HORSERADISH-TREE,PODS,CKD,BLD,DRND,W/SALT;36;88,42;2,09;0,19;8,18;;4,2;1,12
11788;HYACINTH-BEANS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;50;86,9;2,95;0,27;9,2;;;0,68
11789;JUTE,POTHERB,CKD,BLD,DRND,W/SALT;37;87,15;3,68;0,2;7,29;1;2;1,68
11790;KALE,CKD,BLD,DRND,W/SALT;28;91,2;1,9;0,4;5,63;1,25;2;0,87
11791;KALE,FRZ,CKD,BLD,DRND,W/SALT;30;90,5;2,84;0,49;5,23;1,340000033;2;0,94
11792;KALE,SCOTCH,CKD,BLD,DRND,W/SALT;28;91,2;1,9;0,41;5,62;;;0,87
11793;KOHLRABI,CKD,BLD,DRND,W/SALT;29;90,3;1,8;0,11;6,69;2,799999952;1,1;1,1
11794;LAMBS QUARTERS,CKD,BLD,DRND,W/SALT;32;88,9;3,2;0,7;5;;2,1;2,2
11795;LEEKS,(BULB&LOWER LEAF-PORTION),CKD,BLD,DRND,W/SALT;31;90,8;0,81;0,2;7,62;;1;0,57
11796;LOTUS ROOT,CKD,BLD,DRND,W/SALT;66;81,42;1,58;0,07;16,02;;3,1;0,91
11797;MUSHROOMS,CKD,BLD,DRND,W/SALT;28;91,08;2,17;0,47;5,29;2,200000048;2,2;0,99
11798;MUSHROOMS,SHIITAKE,CKD,W/SALT;56;83,48;1,56;0,22;14,39;4,079999924;2,1;0,35
11799;MUSTARD GRNS,CKD,BLD,DRND,W/SALT;15;94,46;2,26;0,24;2,1;0,100000001;2;0,94
11800;MUSTARD GRNS,FRZ,CKD,BLD,DRND,W/SALT;19;93,8;2,27;0,25;3,11;0,319999993;2,8;0,57
11801;MUSTARD SPINACH,(TENDERGREEN),CKD,BLD,DRND,W/SALT;16;94,5;1,7;0,2;2,8;;2;0,8
11802;NEW ZEALAND SPINACH,CKD,BLD,DRND,W/SALT;12;94,8;1,3;0,17;2,13;;;1,6
11803;OKRA,CKD,BLD,DRND,W/SALT;22;92,57;1,87;0,21;4,51;2,400000095;2,5;0,84
11804;OKRA,FRZ,CKD,BLD,DRND,W/SALT;28;91,12;2,08;0,3;5,75;2,869999886;2,8;0,75
11805;ONIONS,CKD,BLD,DRND,W/SALT;44;87,86;1,36;0,19;10,15;4,53000021;1,4;0,44
11806;ONIONS,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;28;92,24;0,77;0,1;6,59;2,900000095;1,7;0,3
11807;ONIONS,FRZ,WHL,CKD,BLD,DRND,W/SALT;28;92,24;0,71;0,05;6,7;2,900000095;1,4;0,3
11808;PARSNIPS,CKD,BLD,DRND,W/SALT;81;77,72;1,32;0,3;19,53;4,800000191;4;1,13
11809;PEAS,EDIBLE-PODDED,CKD,BLD,DRND,W/SALT;42;88,91;3,27;0,23;7,05;3,99000001;2,8;0,54
11810;PEAS,EDIBLE-PODDED,FRZ,CKD,BLD,DRND,W/SALT;52;86,6;3,5;0,38;9,02;4,820000172;3,1;0,5
11811;PEAS,GRN,CKD,BLD,DRND,W/SALT;84;77,87;5,36;0,22;15,64;5,929999828;5,5;0,92
11812;PEAS,GRN,CND,NO SALT,SOL&LIQUIDS;53;85,92;3,19;0,3;9,75;3,200000048;3,3;0,84
11813;PEAS,GRN,CND,NO SALT,DRND SOL;69;81,7;4,42;0,35;12,58;4,159999847;4,1;0,97
11814;PEAS,GRN,FRZ,CKD,BLD,DRND,W/SALT;78;79,52;5,15;0,27;14,26;4,650000095;5,5;0,8
11815;PEAS,MATURE SEEDS,SPROUTED,CKD,BLD,DRND,W/SALT;98;74,37;7,05;0,51;17,08;;;0,99
11816;PEAS&CARROTS,CND,NO SALT,SOL&LIQUIDS;38;88,15;2,17;0,27;8,48;2,829999924;3,3;0,93
11817;PEAS&CARROTS,FRZ,CKD,BLD,DRND,W/SALT;48;85,8;3,09;0,42;10,12;4,360000134;3,1;0,57
11818;PEAS&ONIONS,FRZ,CKD,BLD,DRND,W/SALT;45;88,18;2,54;0,2;8,63;3,769999981;2,2;0,45
11819;PEPPERS,HOT CHILI,RED,RAW;40;88,02;1,87;0,44;8,81;5,300000191;1,5;0,87
11820;PEPPERS,HOT CHILI,RED,CND,EXCLUDING SEEDS,SOL&LIQUIDS;21;92,5;0,9;0,1;5,1;3,319999933;1,3;1,4
11821;PEPPERS,SWEET,RED,RAW;26;92,21;0,99;0,3;6,03;4,199999809;2;0,47
11822;PEPPERS,SWT,GRN,CKD,BLD,DRND,W/SALT;27;91,87;0,92;0,2;6,57;3,380000114;1,2;0,44
11823;PEPPERS,SWT,RED,CKD,BLD,DRND,WO/SALT;28;91,87;0,92;0,2;6,7;4,389999866;1,2;0,31
11824;PEPPERS,SWT,RED,CKD,BLD,DRND,W/SALT;27;91,87;0,92;0,2;6,57;4,389999866;1,2;0,44
11825;PEPPERS,SWT,GRN,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;18;94,7;0,95;0,18;3,9;;;0,27
11826;PIGEONPEAS,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;111;71,8;5,96;1,36;19,49;2,480000019;6,2;1,39
11827;POKEBERRY SHOOTS,(POKE),CKD,BLD,DRND,W/SALT;20;92,9;2,3;0,4;3,1;1,600000024;1,5;1,3
11828;POTATOES,BKD,FLESH & SKN,W/ SALT;93;74,89;2,5;0,13;21,15;1,179999948;2,2;1,33
11829;POTATOES,BKD,FLESH,W/SALT;93;75,42;1,96;0,1;21,55;1,700000048;1,5;0,97
11830;POTATOES,BKD,SKN,W/ SALT;198;47,31;4,29;0,1;46,06;1,399999976;7,9;2,24
11831;POTATOES,BLD,CKD IN SKN,FLESH,W/SALT;87;76,98;1,87;0,1;20,13;0,870000005;2;0,92
11832;POTATOES,BLD,CKD IN SKN,SKN,W/SALT;78;77,8;2,86;0,1;17,2;;3,3;2,04
11833;POTATOES,BLD,CKD WO/ SKN,FLESH,W/ SALT;86;77,46;1,71;0,1;20,01;0,850000024;2;0,72
11834;POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT;105;72,04;2,44;0,1;24,24;;2,3;1,18
11835;POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT;100;73,55;2,1;0,1;23,28;;1,6;0,97
11836;POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT;132;63,5;4,39;0,1;29,63;;5,5;2,38
11837;POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT;65;82,8;1,98;0,13;14,52;;1,4;0,57
11840;POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,W/SALT;218;52,9;3,44;8,2;34,03;;3,2;1,43
11841;POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,OVN-HTD;172;61,51;2,66;5,22;28,71;0,280000001;2,6;1,9
11842;POTATOES,FR FR,ALL TYPES,SALT NOT ADDED IN PROC,FRZ,AS PURCH;150;66,61;2,24;4,66;24,81;0,200000003;1,9;1,68
11843;POTATOES,AU GRATIN,HOME-PREPARED FROM RECIPE USING MARGARINE;132;74;5,06;7,59;11,27;;1,8;2,09
11844;POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE;86;80,94;2,87;3,68;10,78;;1,9;1,73
11845;PUMPKIN,CKD,BLD,DRND,W/SALT;20;93,69;0,72;0,07;4,9;1,019999981;1,1;0,62
11846;PUMPKIN,CANNED,WITH SALT;34;89,97;1,1;0,28;8,09;3,299999952;2,9;0,56
11847;PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT;15;95,2;1,09;0,08;3,19;2,400000095;0,9;0,45
11848;PUMPKIN,LEAVES,CKD,BLD,DRND,W/SALT;21;92,51;2,72;0,22;3,39;0,689999998;2,7;1,16
11849;PURSLANE,CKD,BLD,DRND,W/SALT;18;93,52;1,49;0,19;3,55;;;1,25
11850;RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT;17;95,04;0,67;0,24;3,43;1,830000043;1,6;0,62
11851;RUTABAGAS,CKD,BLD,DRND,W/SALT;39;88,88;1,29;0,22;8,74;6,019999981;;0,87
11852;SALSIFY,CKD,BLD,DRND,W/SALT;68;81;2,73;0,17;15,36;2,900000095;3,1;0,74
11853;SOYBEANS,GRN,CKD,BLD,DRND,W/SALT;141;68,6;12,35;6,4;11,05;;4,2;1,6
11854;SPINACH,CKD,BLD,DRND,W/SALT;23;91,21;2,97;0,26;3,75;0,430000007;2,4;1,81
11855;SPINACH,CND,NO SALT,SOL&LIQUIDS;19;93,22;2,11;0,37;2,92;;2,2;1,38
11856;SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT;32;88,94;4,01;0,5;5,16;0,50999999;3,7;1,39
11857;SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT;20;93,7;0,91;0,31;4,31;2,589999914;1,4;0,77
11858;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT;20;93,7;0,91;0,31;4,31;2,430000067;1,4;0,77
11859;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT;25;92,24;1,28;0,2;5,54;2,329999924;1,4;0,74
11860;SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT;16;95;1,03;0,17;3,3;1,399999976;1,9;0,5
11861;SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT;16;94,74;0,64;0,05;3,93;1,690000057;1,4;0,64
11862;SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT;17;94,74;1,15;0,13;3,56;1,690000057;1,3;0,42
11863;SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT;39;89,02;0,89;0,63;8,74;3,299999952;2,8;0,72
11864;SQUASH,WNTR,ACORN,CKD,BKD,W/SALT;56;82,9;1,12;0,14;14,58;;4,4;1,26
11865;SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT;34;89,7;0,67;0,08;8,79;;2,6;0,76
11866;SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT;40;87,8;0,9;0,09;10,49;1,970000029;;0,72
11867;SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT;39;87,8;1,23;0,07;10,04;;;0,86
11868;SQUASH,WNTR,HUBBARD,CKD,BKD,W/SALT;50;85,1;2,48;0,62;10,81;;;0,99
11869;SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT;30;91,1;1,48;0,37;6,46;2,930000067;2,9;0,59
11870;SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT;27;92,3;0,66;0,26;6,46;2,529999971;1,4;0,32
11871;SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT;111;68,37;5,07;0,8;24,37;;;1,39
11872;SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT;93;74,1;4,31;0,89;19,95;2,210000038;4,1;0,75
11873;SWAMP CABBAGE,CKD,BLD,DRND,W/SALT;20;92,93;2,08;0,24;3,71;;1,9;1,05
11874;SWEET POTATO LEAVES,CKD,STMD,W/ SALT;34;88,71;2,32;0,3;7,32;5,420000076;1,9;1,35
11875;SWEET POTATO,CKD,BKD IN SKN,W/ SALT;90;75,78;2,01;0,15;20,71;8,43999958;3,3;1,35
11876;SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT;76;80,13;1,37;0,14;17,72;5,739999771;2,5;0,63
11877;SWEET POTATO,FRZ,CKD,BKD,W/ SALT;100;73,7;1,71;0,12;23,4;;1,8;1,07
11878;TARO,COOKED,WITH SALT;142;63,8;0,52;0,11;34,6;0,49000001;5,1;0,97
11879;TARO,LEAVES,CKD,STMD,W/SALT;24;92,15;2,72;0,41;3,89;;2;0,83
11880;TARO,SHOOTS,CKD,W/SALT;14;95,3;0,73;0,08;3,19;;;0,7
11881;TARO,TAHITIAN,CKD,W/SALT;44;86,46;4,16;0,68;6,85;;;1,85
11884;TOMATOES,RED,RIPE,CKD,W/ SALT;18;94,34;0,95;0,11;4,01;2,49000001;0,7;0,6
11885;TOMATOES,RED,RIPE,CND,WHL,NO SALT;19;93,65;0,92;0,13;4,37;2,880000114;1;0,93
11886;TOMATO JUC,CND,WO/SALT;17;93,9;0,76;0,05;4,24;3,559999943;0,4;1,05
11887;TOMATO PRODUCTS,CND,PASTE,W/SALT;82;73,5;4,32;0,47;18,91;12,18000031;4,5;2,8
11888;TOMATO PRODUCTS,CND,PUREE,W/SALT;38;87,88;1,65;0,21;8,98;4,829999924;1,9;1,28
11889;TURNIPS,CKD,BLD,DRND,W/SALT;22;93,6;0,71;0,08;5,06;2,99000001;2;0,55
11890;TURNIPS,FRZ,CKD,BLD,DRND,W/SALT;23;93,6;1,53;0,24;4,35;2,349999905;2;0,28
11891;TURNIP GRNS,CKD,BLD,DRND,W/SALT;20;93,2;1,14;0,23;4,36;0,529999971;3,5;1,07
11892;TURNIP GRNS,FRZ,CKD,BLD,DRND,W/SALT;29;90,4;3,35;0,42;4,98;0,75;3,4;0,85
11893;TURNIP GRNS&TURNIPS,FRZ,CKD,BLD,DRND,W/SALT;21;94,19;2,08;0,16;2,87;1,070000052;1,8;0,7
11894;VEGETABLES,MXD,FRZ,CKD,BLD,DRND,W/SALT;60;83,23;2,86;0,15;13,09;3,160000086;4,4;0,67
11895;WAXGOURD,(CHINESE PRESERVING MELON),CKD,BLD,DRND,W/SALT;14;96,06;0,4;0,2;3,04;1,179999948;1;0,3
11896;WINGED BEAN,IMMAT SEEDS,CKD,BLD,DRND,W/SALT;37;90,11;5,31;0,66;3,21;;;0,71
11897;YAM,CKD,BLD,DRND,OR BKD,W/SALT;116;70,13;1,49;0,14;27,58;0,49000001;3,9;0,66
11898;YAMBEAN (JICAMA),CKD,BLD,DRND,W/SALT;38;90,07;0,72;0,09;8,82;;;0,3
11899;YARDLONG BEAN,CKD,BLD,DRND,W/SALT;47;87,47;2,53;0,1;9,17;;;0,73
11900;CORN,SWEET,WHITE,RAW;86;75,96;3,22;1,18;19,02;3,220000029;2,7;0,62
11901;CORN,SWT,WHITE,CKD,BLD,DRND,WO/SALT;108;69,57;3,32;1,28;25,11;4,070000172;2,7;0,72
11902;CORN,SWT,WHITE,CKD,BLD,DRND,W/SALT;108;69,57;3,32;1,28;25,11;4,070000172;2,7;0,72
11903;CORN,SWT,WHITE,CND,WHL KERNEL,REG PK,SOL&LIQUIDS;64;81,34;1,95;0,5;15,41;;1,7;0,8
11904;CORN,SWT,WHITE,CND,WHL KERNEL,NO SALT,SOL&LIQUIDS;64;81,34;1,95;0,5;15,41;;0,7;0,8
11905;CORN,SWT,WHITE,CND,WHL KERNEL,DRND SOL;81;76,92;2,62;1;18,59;2,400000095;2;0,87
11906;CORN,SWT,WHITE,CND,CRM STYLE,REG PK;72;78,73;1,74;0,42;18,13;2,210000038;1,2;0,98
11907;CORN,SWT,WHITE,CND,CRM STYLE,NO SALT;72;78,73;1,74;0,42;18,13;2,210000038;1,2;0,98
11908;CORN,SWT,WHITE,CND,VACUUM PK,REG PK;79;76,58;2,41;0,5;19,44;;2;1,07
11909;CORN,SWT,WHITE,CND,VACUUM PK,NO SALT;79;76,58;2,41;0,5;19,44;;2;1,07
11910;CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,UNPREP;88;74,92;3,02;0,77;20,81;;2,4;0,48
11911;CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,WO/SALT;80;76,73;2,75;0,43;19,56;3,119999886;2,4;0,53
11912;CORN,SWT,WHITE,FRZ,KRNLS CUT OFF COB,BLD,DRND,W/SALT;80;76,73;2,75;0,43;19,56;3,119999886;2,4;0,53
11913;CORN,SWT,WHITE,FRZ,KRNLS ON COB,UNPREP;98;71,79;3,28;0,78;23,5;;2,8;0,65
11914;CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,WO/SALT;94;73,2;3,11;0,74;22,33;;2,1;0,62
11915;CORN,SWT,WHITE,FRZ,KRNLS ON COB,CKD,BLD,DRND,W/SALT;94;73,2;3,11;0,74;22,33;;2,8;0,62
11916;PEPPERS,SWT,RED,CND,SOL&LIQUIDS;18;91,25;0,8;0,3;3,9;;1,2;3,75
11917;PEPPERS,SWT,RED,FRZ,CHOPD,UNPREP;20;93,96;1,08;0,21;4,45;3,25999999;1,6;0,3
11918;PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,WO/SALT;18;94,7;0,95;0,18;3,9;;;0,27
11919;PEPPERS,SWT,RED,FRZ,CHOPD,CKD,BLD,DRND,W/SALT;18;94,7;0,95;0,18;3,9;;;0,27
11921;PEPPERS,SWT,RED,SAUTEED;145;78,95;1,04;12,75;6,57;4,28000021;1,8;0,7
11922;SESBANIA FLOWER,CKD,STMD,W/SALT;21;93,3;1,14;0,05;5,1;;;0,41
11923;SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT;81;79,45;8,47;4,45;6,53;0,430000007;0,8;1,1
11924;SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT;125;67,2;13,1;7,1;9,4;;0,8;3,2
11925;DOCK,CKD,BLD,DRND,W/SALT;20;93,6;1,83;0,64;2,93;;;1,01
11926;LENTILS,SPROUTED,CKD,STIR-FRIED,W/SALT;101;68,7;8,8;0,45;21,25;;;0,8
11927;MOUNTAIN YAM,HAWAII,CKD,STMD,W/ SALT;82;77,14;1,73;0,08;19,99;;;1,06
11928;TREE FERN,CKD,W/SALT;40;88,6;0,29;0,07;10,78;;3,7;0,26
11929;POTATOES,MSHD,PREP FROM GRANULES,WO/MILK,WHL MILK&MARGARINE;108;77,48;2,05;4,93;14,4;;2,2;1,14
11930;POTATOES,MSHD,PREP FROM FLAKES,WO/MILK,WHL MILK&MARGARINE;113;76,3;1,9;5,6;15,02;;2,3;1,18
11931;PEPPERS,SWT,RED,FREEZE-DRIED;314;2;17,9;3;68,7;40,77000046;21,3;8,4
11932;BEANS,SNAP,YEL,CND,REG PK,DRND SOL;20;93,3;1,15;0,1;4,5;0,959999979;1,3;0,95
11933;BEANS,SNAP,YEL,CND,NO SALT,DRND SOL;20;93,3;1,15;0,1;4,5;0,959999979;1,3;0,95
11934;POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED;113;75,64;1,87;4,22;16,77;1,429999948;1,5;1,5
11935;CATSUP;97;69,15;1,74;0,38;25,08;22,77000046;0,3;3,66
11937;PICKLES,CUCUMBER,DILL;18;91,67;0,62;0,19;4,12;3,50999999;1,2;3,4
11940;PICKLE,CUCUMBER,SWEET;117;65,26;0,37;0,26;31,81;14,63000011;1,1;2,3
11941;PICKLE,CUCUMBER,SOUR;11;94,08;0,33;0,2;2,26;1,059999943;1,2;3,13
11942;PICKLES,CUCUMBER,FRSH,(BREAD&BUTTER PICKLES);81;78,7;0,9;0,2;18,79;8,970000267;1,5;1,41
11943;PIMENTO,CANNED;23;93,1;1,1;0,3;5,1;2,869999886;1,9;0,4
11944;PICKLE RELISH,HOT DOG;91;71,65;1,5;0,46;23,35;;1,5;3,04
11945;PICKLE RELISH,SWEET;130;62,07;0,37;0,47;35,06;15,97999954;1,1;2,03
11946;PICKLE,CUCUMBER,SOUR,LO NA;11;94,08;0,33;0,2;2,26;1,059999943;1,2;3,13
11947;PICKLES,CUCUMBER,DILL,LO NA;18;91,67;0,62;0,19;4,13;;1,2;3,4
11948;PICKLE,CUCUMBER,SWT,LO NA;122;65,26;0,37;0,26;33,73;14,63000011;1,1;0,38
11949;CATSUP,LOW SODIUM;107;69,15;1,74;0,38;27,86;22,77000046;0,3;0,88
11950;MUSHROOMS,ENOKI,RAW;42;89,06;2,7;0,41;6,96;0,219999999;2,5;0,87
11951;PEPPERS,SWEET,YELLOW,RAW;27;92,02;1;0,21;6,32;;0,9;0,45
11952;RADICCHIO,RAW;23;93,14;1,43;0,25;4,48;0,600000024;0,9;0,7
11953;SQUASH,ZUCCHINI,BABY,RAW;21;92,73;2,71;0,4;3,11;;1,1;1,05
11954;TOMATILLOS,RAW;32;91,63;0,96;1,02;5,84;3,930000067;1,9;0,55
11955;TOMATOES,SUN-DRIED;258;14,56;14,11;2,97;55,76;37,59000015;12,3;12,6
11956;TOMATOES,SUN-DRIED,PACKED IN OIL,DRND;213;53,83;5,06;14,08;23,33;;5,8;3,7
11957;FENNEL,BULB,RAW;31;90,21;1,24;0,2;7,29;;3,1;1,05
11958;PICKLE RELISH,HAMBURGER;129;61,12;0,63;0,54;34,48;;3,2;3,22
11959;ARUGULA,RAW;25;91,71;2,58;0,66;3,65;2,049999952;1,6;1,4
11960;CARROTS,BABY,RAW;35;90,35;0,64;0,13;8,24;4,760000229;1,8;0,63
11961;HEARTS OF PALM,CANNED;28;90,2;2,52;0,62;4,62;;2,4;2,04
11962;PEPPERS,HOT CHILE,SUN-DRIED;324;7,15;10,58;5,81;69,86;41,06000137;28,7;6,6
11963;NOPALES,RAW;16;94,12;1,32;0,09;3,33;1,149999976;2,2;1,14
11964;NOPALES,CKD,WO/SALT;15;94,31;1,35;0,05;3,28;1,120000005;2;1,01
11965;CAULIFLOWER,GREEN,RAW;31;89,79;2,95;0,3;6,09;3,029999971;3,2;0,88
11967;CAULIFLOWER,GRN,CKD,NO SALT ADDED;32;89,47;3,04;0,31;6,28;;3,3;0,9
11968;CAULIFLOWER,GRN,CKD,W/ SALT;32;89,47;3,04;0,31;6,28;;3,3;0,9
11969;BROCCOLI,CHINESE,COOKED;22;93,54;1,14;0,72;3,81;0,839999974;2,5;0,79
11970;CABBAGE,NAPA,COOKED;12;96,33;1,1;0,17;2,23;;;0,17
11972;LEMON GRASS (CITRONELLA),RAW;99;70,58;1,82;0,49;25,31;;;1,8
11973;BEANS,FAVA,IN POD,RAW;88;72,6;7,92;0,73;17,63;;;1,12
11974;GRAPE LEAVES,RAW;93;73,32;5,6;2,12;17,31;6,300000191;11;1,65
11975;GRAPE LEAVES,CND;69;76,1;4,27;1,97;11,71;;;5,95
11976;PEPPER,BANANA,RAW;27;91,81;1,66;0,45;5,35;1,950000048;3,4;0,73
11977;PEPPER,SERRANO,RAW;32;90,25;1,74;0,44;6,7;4,059999943;3,7;0,87
11978;PEPPER,ANCHO,DRIED;281;22,63;11,86;8,2;51,41;;21,6;5,89
11979;PEPPERS,JALAPENO,RAW;30;91,69;1,35;0,62;5,91;3,460000038;2,8;0,44
11980;PEPPERS,CHILI,GRN,CND;21;93,25;0,72;0,27;4,6;;1,7;1,31
11981;PEPPERS,HUNGARIAN,RAW;29;91,51;0,8;0,41;6,68;;;0,58
11982;PEPPERS,PASILLA,DRIED;345;14,84;12,35;15,85;51,13;;26,8;5,82
11983;PICKLES,CHOWCHOW,W/CAULIFLOWER ONION MUSTARD,SWT;121;68,9;1,5;0,9;26,64;13,10000038;1,5;2,06
11984;EPAZOTE,RAW;32;89,21;0,33;0,52;7,44;;3,8;2,5
11985;FIREWEED,LEAVES,RAW;103;70,78;4,71;2,75;19,22;;10,6;2,54
11986;MALABAR SPINACH,COOKED;23;92,5;2,98;0,78;2,71;;2,1;1,04
11987;MUSHROOM,OYSTER,RAW;35;88,73;3,34;0,44;6,43;1,110000014;2,4;1,06
11988;FUNGI,CLOUD EARS,DRIED;284;14,8;9,25;0,73;73;;70,1;2,21
11989;MUSHROOMS,STRAW,CND,DRND SOL;32;89,88;3,83;0,68;4,64;;2,5;0,97
11990;WASABI,ROOT,RAW;109;69,11;4,8;0,63;23,54;;7,8;1,92
11991;YAUTIA (TANNIER),RAW;98;73,06;1,46;0,4;23,63;;1,5;1,45
11992;MUSHROOMS,WHITE,MICROWAVED;44;88,52;3,91;0,46;6,04;0;2,5;1,08
11995;FIDDLEHEAD FERNS,RAW;34;88,68;4,55;0,4;5,54;;;0,83
11996;FIDDLEHEAD FERNS,FRZ,UNPREP;34;88,91;4,31;0,35;5,74;;;0,69
12001;BREADFRUIT SEEDS,RAW;191;56,27;7,4;5,59;29,24;;5,2;1,5
12003;BREADFRUIT SEEDS,BOILED;168;59,3;5,3;2,3;32;;4,8;1,1
12004;BREADNUTTREE SEEDS,RAW;217;45;5,97;0,99;46,28;;;1,76
12005;BREADNUTTREE SEEDS,DRIED;367;6,5;8,62;1,68;79,39;;14,9;3,81
12006;CHIA SEEDS,DRIED;490;4,9;15,62;30,75;43,85;;37,7;4,87
12007;COTTONSEED FLR,PART DEFATTED (GLANDLESS);359;6,3;40,96;6,2;40,54;;3;6
12008;COTTONSEED FLR,LOFAT (GLANDLESS);332;6,9;49,83;1,41;36,1;;;5,76
12011;COTTONSEED MEAL,PART DEFATTED (GLANDLESS);367;1,2;49,1;4,77;38,43;;;6,5
12013;LOTUS SEEDS,DRIED;332;14,16;15,41;1,97;64,47;;;3,99
12014;PUMPKIN&SQUASH SD KRNLS,DRIED;541;6,92;24,54;45,85;17,81;1;3,9;4,88
12016;PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT;522;7,1;32,97;42,13;13,43;1;3,9;4,37
12021;SAFFLOWER SD KRNLS,DRIED;517;5,62;16,18;38,45;34,29;;;5,47
12022;SAFFLOWER SD MEAL,PART DEFATTED;342;6,41;35,62;2,39;48,73;;;6,85
12023;SESAME SEEDS,WHOLE,DRIED;573;4,69;17,73;49,67;23,45;0,300000012;11,8;4,45
12024;SESAME SEEDS,WHL,RSTD&TSTD;565;3,3;16,96;48;25,74;;14;6
12029;SESAME SD KRNLS,TSTD,WO/SALT (DECORT);567;5;16,96;48;26,04;0,479999989;16,9;4
12032;SESAME FLR,PART DEFATTED;382;6,61;40,32;11,89;35,14;;;6,05
12033;SESAME FLOUR,LOW-FAT;333;7,1;50,14;1,75;35,51;;;5,5
12034;SESAME MEAL,PART DEFATTED;567;5;16,96;48;26,04;;;4
12036;SUNFLOWER SD KRNLS,DRIED;570;5,36;22,78;49,57;18,76;2,619999886;10,5;3,53
12037;SUNFLOWER SD KRNLS,DRY RSTD,WO/SALT;582;1,2;19,33;49,8;24,07;2,730000019;11,1;5,6
12038;SUNFLOWER SD KRNLS,OIL RSTD,WO/SALT;592;1,54;20,06;51,3;22,89;3,109999895;10,6;4,22
12039;SUNFLOWER SD KRNLS,TSTD,WO/SALT;619;1;17,21;56,8;20,59;;11,5;4,4
12040;SUNFLOWER SD BUTTER,WO/SALT;579;1,23;19,66;47,73;27,42;;;3,95
12041;SUNFLOWER SD FLR,PART DEFATTED;326;7,47;48,06;1,61;35,83;;5,2;7,04
12058;ACORNS,RAW;387;27,9;6,15;23,86;40,75;;;1,35
12059;ACORNS,DRIED;509;5,06;8,1;31,41;53,66;;;1,78
12060;ACORN FLOUR,FULL FAT;501;6;7,49;30,17;54,65;;;1,69
12061;ALMONDS;578;5,25;21,26;50,64;19,74;4,800000191;11,8;3,11
12062;ALMONDS,BLANCHED;581;4,47;21,94;50,62;19,94;4,960000038;10,4;3,02
12063;ALMONDS,DRY RSTD,WO/SALT;597;2,6;22,09;52,83;19,29;4,900000095;11,8;3,2
12065;ALMONDS,OIL RSTD,WO/SALT;607;2,8;21,23;55,17;17,68;4,550000191;10,5;3,13
12071;ALMOND PASTE;458;14,08;9;27,74;47,81;36,25;4,8;1,37
12077;BEECHNUTS,DRIED;576;6,6;6,2;50;33,5;;;3,7
